Date OMX,Close/Last OMX,Open OMX,High OMX,Low OMX,Date NASDAQ,Close/Last NASDAQ,Open NASDAQ,High NASDAQ,Low NASDAQ
10/09/2025,2391.24,2391.24,2410.93,2388.5,10/09/2025,25098.18,25124.79,25139.35,24966.81
10/08/2025,2409.25,2409.25,2412.7,2395.46,10/08/2025,25136.62,24887.32,25142.19,24882.35
10/07/2025,2387.9,2387.9,2406.06,2387.9,10/07/2025,24840.23,25031.78,25062.96,24783.95
10/06/2025,2407.57,2407.57,2414.72,2385.58,10/06/2025,24978.56,24986.26,25044.26,24907.6
10/03/2025,2393.18,2377.62,2395.64,2368.03,10/03/2025,24785.52,24931.42,24958.26,24713.58
10/02/2025,2365.59,2365.59,2386.89,2362.5,10/02/2025,24892.76,24933.49,24944.75,24780.11
10/01/2025,2349.59,2349.59,2351.33,2309.33,10/01/2025,24800.86,24539.25,24816.67,24517.76
09/30/2025,2302.5,2302.5,2304.17,2286.4,09/30/2025,24679.99,24597.4,24691.23,24505.14
09/29/2025,2306.87,2306.87,2309.86,2291.09,09/29/2025,24611.35,24629.02,24741.77,24560.22
09/26/2025,2300.22,2305.54,2311.92,2291.71,09/26/2025,24503.85,24410.95,24510.37,24297.7
09/25/2025,2298.69,2298.69,2328.31,2298.69,09/25/2025,24397.31,24321.73,24460.66,24186.37
09/24/2025,2328.15,2328.15,2345.19,2325.38,09/24/2025,24503.57,24648.97,24650.42,24388.59
09/23/2025,2345.73,2345.73,2360.77,2338.11,09/23/2025,24580.17,24752.74,24764.3,24536.5
09/22/2025,2335.14,2335.14,2346.35,2323,09/22/2025,24761.07,24588.18,24781.73,24578.09
09/19/2025,2341.43,2353.34,2361.36,2341.43,09/19/2025,24626.25,24528.44,24641.93,24469.28
09/18/2025,2347.83,2347.83,2358.83,2329.08,09/18/2025,24454.89,24421.21,24554.52,24347.54
09/17/2025,2317.2,2317.2,2330.06,2314.15,09/17/2025,24223.69,24286.43,24292.06,23999.75
09/16/2025,2306.68,2306.68,2329.24,2305.64,09/16/2025,24274.25,24342.75,24343.35,24244.21
09/15/2025,2319.12,2319.12,2335.07,2311.27,09/15/2025,24293.78,24178.6,24297.34,24173.14
09/12/2025,2305.32,2312.83,2315.87,2300.16,09/12/2025,24092.19,24030.77,24137.06,23983.63
09/11/2025,2303.04,2303.04,2309.12,2287.6,09/11/2025,23992.56,23956.57,24016.53,23883.01
09/10/2025,2308.57,2308.57,2311.82,2286.03,09/10/2025,23849.27,23931.32,23958.54,23760.09
09/09/2025,2285.92,2285.92,2306.61,2280.16,09/09/2025,23839.8,23824.33,23852.42,23698
09/08/2025,2298.19,2298.19,2306.5,2286.73,09/08/2025,23762.3,23759.62,23851.81,23725.04
09/05/2025,2298.46,2311.03,2316.48,2292.46,09/05/2025,23652.44,23841.98,23860.25,23475.33
09/04/2025,2293.02,2293.02,2297.65,2283.81,09/04/2025,23633.01,23442.19,23639.04,23371.33
09/03/2025,2290.82,2290.82,2293.29,2268.76,09/03/2025,23414.84,23388.28,23478.01,23279.12
09/02/2025,2273.38,2273.38,2320.34,2273.17,09/02/2025,23231.11,23020.47,23242.28,22977.89
08/29/2025,2315.4,2305.33,2322.18,2305.33,08/29/2025,23415.42,23607.54,23607.54,23353.96
08/28/2025,2305.01,2305.01,2319.7,2302.38,08/28/2025,23703.45,23601.35,23741.23,23514.7
08/27/2025,2299.66,2299.66,2310.99,2293.64,08/27/2025,23565.85,23499.67,23591.05,23434.31
08/26/2025,2297.56,2297.56,2309.1,2297.14,08/26/2025,23525.29,23420.85,23532.51,23369.04
08/25/2025,2323.21,2323.21,2336.01,2319.13,08/25/2025,23425.6,23454.28,23546.45,23382.19
08/22/2025,2335.3,2323.29,2339.75,2295.91,08/22/2025,23498.12,23184.99,23575.36,23140.04
08/21/2025,2298.22,2298.22,2299.57,2286.48,08/21/2025,23142.58,23182.76,23264.27,23046.39
08/20/2025,2293.72,2293.72,2302.51,2287.11,08/20/2025,23249.57,23343.41,23343.41,22959.7
08/19/2025,2297.53,2297.53,2302.05,2275.33,08/19/2025,23384.77,23689.01,23695.65,23346.34
08/18/2025,2276.16,2276.16,2281.61,2265.54,08/18/2025,23713.76,23692.13,23733.5,23637.41
08/15/2025,2251.31,2255,2267.86,2249.62,08/15/2025,23712.07,23809,23813.99,23651.21
08/14/2025,2251.09,2251.09,2257.73,2243.84,08/14/2025,23832.44,23775.01,23908.26,23748.98
08/13/2025,2243.88,2243.88,2246.78,2232.25,08/13/2025,23849.04,23935.06,23969.27,23789.12
08/12/2025,2235.71,2235.71,2236.4,2215.38,08/12/2025,23839.2,23651.61,23849.5,23524.28
08/11/2025,2220.23,2220.23,2255.96,2219.4,08/11/2025,23526.63,23629.01,23698,23484.25
08/08/2025,2237.68,2238.58,2245.62,2231.6,08/08/2025,23611.27,23458.14,23619.24,23437.61
08/07/2025,2219.01,2219.01,2241.55,2171.13,08/07/2025,23389.53,23483.42,23560.73,23225.72
08/06/2025,2170,2170,2207.72,2167.03,08/06/2025,23315.04,23070.95,23330.49,23042.27
08/05/2025,2190.18,2190.18,2204.52,2189.01,08/05/2025,23018.56,23235.31,23286.05,23008.14
08/04/2025,2192.26,2192.26,2196.56,2180.71,08/04/2025,23188.61,22986.77,23191.04,22973.6
08/01/2025,2173.1,2179.3,2187.09,2162.74,08/01/2025,22763.31,22941.06,22972.47,22673.88
07/31/2025,2213.25,2213.25,2255.48,2212.91,07/31/2025,23218.12,23589.37,23589.37,23176.12
07/30/2025,2246.61,2246.61,2277.38,2244.9,07/30/2025,23345.41,23337.33,23447.15,23226.92
07/29/2025,2275.99,2275.99,2401.77,2246.93,07/29/2025,23308.3,23477.84,23510.92,23283.4
07/28/2025,2389.87,2389.87,2435.91,2384.33,07/28/2025,23356.27,23343.13,23386.76,23299.81
07/25/2025,2398.31,2389.05,2402.69,2377.31,07/25/2025,23272.25,23204.66,23326.3,23193.99
07/24/2025,2387.16,2387.16,2408.23,2386.48,07/24/2025,23219.86,23228.79,23268.49,23150.27
07/23/2025,2378.71,2378.71,2380.17,2347.58,07/23/2025,23162.41,23100.25,23168.49,23000.46
07/22/2025,2323.45,2323.45,2326.56,2299.94,07/22/2025,23063.58,23182.02,23186.36,22953.85
07/21/2025,2313.7,2313.7,2323.95,2308.86,07/21/2025,23180.06,23124.97,23264.45,23122.93
07/18/2025,2311.52,2320.85,2343.65,2307.21,07/18/2025,23065.47,23135.09,23153.21,23018.36
07/17/2025,2318,2318,2330.96,2309.76,07/17/2025,23081.05,22931.02,23104.72,22905.51
07/16/2025,2308.37,2308.37,2323.97,2304.02,07/16/2025,22907.97,22895.3,22928.55,22669.37
07/15/2025,2321.86,2321.86,2351.87,2321.15,07/15/2025,22884.59,23036.86,23051.87,22876.47
07/14/2025,2342.71,2342.71,2342.98,2330.75,07/14/2025,22855.63,22780.19,22886.94,22675.28
07/11/2025,2351.97,2365.36,2391.26,2350.58,07/11/2025,22780.6,22757.99,22837.38,22692.8
07/10/2025,2397.02,2397.02,2397.53,2364.19,07/10/2025,22829.26,22890.43,22907.04,22716.41
07/09/2025,2356.35,2356.35,2364.27,2342.85,07/09/2025,22864.91,22800.36,22915.33,22733.65
07/08/2025,2351.63,2351.63,2351.63,2325.67,07/08/2025,22702.25,22735.26,22761.8,22652.44
07/07/2025,2339.23,2339.23,2344.16,2327.21,07/07/2025,22685.57,22754.38,22776.21,22587.47
07/03/2025,2338.34,2322.54,2342.05,2309.69,07/03/2025,22866.97,22751.64,22896.01,22736.08
07/02/2025,2332.18,2332.18,2343.04,2322.71,07/02/2025,22641.89,22451.81,22644.72,22448.07
07/01/2025,2314.08,2314.08,2327.22,2290.54,07/01/2025,22478.14,22594.48,22631.26,22388.09
06/30/2025,2318.45,2318.45,2351.63,2314.77,06/30/2025,22679.01,22632.92,22721.5,22565.11
06/27/2025,2336.36,2330.14,2339.83,2310.42,06/27/2025,22534.2,22484.87,22603.22,22382.79
06/26/2025,2296.44,2296.44,2317.41,2289.8,06/26/2025,22447.29,22328.24,22466.99,22255.27
06/25/2025,2306.31,2306.31,2344.83,2304.59,06/25/2025,22237.74,22279.69,22329.23,22175.08
06/24/2025,2333.99,2333.99,2357.63,2330.14,06/24/2025,22190.52,22053.33,22220.64,22045.63
06/23/2025,2304.39,2304.39,2336.2,2288.61,06/23/2025,21856.33,21632.78,21871.87,21532.32
06/20/2025,2347.19,2355.57,2376.83,2345.72,06/20/2025,21626.39,21834.49,21902.99,21552.8
06/18/2025,2372.87,2359.86,2383.18,2359.75,06/18/2025,21719.69,21745.5,21863,21660.52
06/17/2025,2396.69,2396.69,2422.02,2389.96,06/17/2025,21719.08,21858.89,21896.42,21680.17
06/16/2025,2432.73,2432.73,2448.18,2426.03,06/16/2025,21937.57,21783.08,21979.77,21783.08
06/13/2025,2434.3,2449.26,2459.42,2428.69,06/13/2025,21631.04,21675.94,21838.47,21591.11
06/12/2025,2459.64,2459.64,2465.95,2437.71,06/12/2025,21913.32,21826.79,21952,21807
06/11/2025,2464.54,2464.54,2478.51,2456.85,06/11/2025,21860.8,21994.16,22041.83,21775.27
06/10/2025,2476.94,2476.94,2476.94,2442.55,06/10/2025,21941.92,21819.78,21961.42,21727.34
06/09/2025,2436.11,2436.11,2442.51,2432.17,06/09/2025,21797.87,21779.18,21855.15,21729.3
06/06/2025,2435.58,2431.42,2438.83,2421.73,06/06/2025,21761.79,21777.5,21836.57,21696.69
06/05/2025,2418.81,2418.81,2422.83,2408.71,06/05/2025,21547.43,21782.34,21891.89,21472.76
06/04/2025,2413.7,2413.7,2417.52,2395.41,06/04/2025,21721.92,21689.02,21761.37,21607.33
06/03/2025,2382.21,2382.21,2403.91,2368.25,06/03/2025,21662.58,21529.98,21715.96,21474.51
06/02/2025,2396.72,2396.72,2403.74,2378.82,06/02/2025,21491.75,21270.57,21500.36,21199.37
05/30/2025,2378.77,2384.79,2393.14,2376.42,05/30/2025,21340.99,21330.85,21386.29,21032.56
05/29/2025,2393.31,2393.31,2394.09,2389.26,05/29/2025,21363.95,21611.54,21611.54,21260.72
05/28/2025,2389.66,2389.66,2412.42,2389.3,05/28/2025,21318.17,21451.69,21508.08,21296.51
05/27/2025,2409.66,2409.66,2425.5,2396.09,05/27/2025,21414.99,21201.45,21429.32,21145.13
05/23/2025,2407.53,2401.61,2411.7,2396.09,05/23/2025,20915.65,20806.37,21025.58,20777.97
05/22/2025,2385.09,2385.09,2406.67,2368.74,05/22/2025,21112.47,21097.46,21263.18,21046.22
05/21/2025,2429.06,2429.06,2430.91,2398.91,05/21/2025,21080.36,21217.31,21482.98,21002.09
05/20/2025,2431.8,2431.8,2443.61,2404.99,05/20/2025,21367.37,21347.63,21399.99,21226.66
05/19/2025,2394.84,2394.84,2396.27,2362.99,05/19/2025,21447.05,21138.13,21464.56,21138.13
05/16/2025,2377.71,2371.42,2416.89,2365.96,05/16/2025,21427.94,21375.62,21428.79,21246.42
05/15/2025,2383.45,2383.45,2388.81,2349.52,05/15/2025,21335.82,21206.73,21443.88,21168.17
05/14/2025,2365.94,2365.94,2393.61,2362.69,05/14/2025,21319.21,21254.47,21336.48,21199.85
05/13/2025,2378.22,2386.55,2399.18,2373.7,05/13/2025,21197.7,20906.92,21259.39,20891.18
05/12/2025,2375.21,2375.21,2378.55,2300.66,05/12/2025,20868.15,20818.78,20870.12,20613.27
05/09/2025,2322,2323.88,2334.38,2311.84,05/09/2025,20061.45,20170.37,20203.58,19984.53
05/08/2025,2298.23,2298.23,2327.47,2290.05,05/08/2025,20063.57,20067.43,20249.76,19907.67
05/07/2025,2309.99,2309.99,2343.7,2302.25,05/07/2025,19867.97,19804.5,19960.86,19605.07
05/06/2025,2311.19,2311.19,2343.85,2303.8,05/06/2025,19791.34,19709.64,19927.23,19659.32
05/05/2025,2346.8,2346.8,2356.07,2335.48,05/05/2025,19967.94,19928.82,20100.61,19899.28
05/02/2025,2342.92,2340.92,2346.51,2313.75,05/02/2025,20102.61,19986.61,20176.6,19936.67
05/01/2025,2293.8,2293.8,2318.61,2289.26,05/01/2025,19786.71,19866.83,20024.48,19763.14
04/30/2025,2285.8,2285.8,2294.13,2243.69,04/30/2025,19571.02,19168.09,19612.76,19011.98
04/29/2025,2247.18,2247.18,2256.64,2224.23,04/29/2025,19544.95,19315.95,19582.77,19304.83
04/28/2025,2239.89,2239.89,2248.6,2219.95,04/28/2025,19427.29,19432.72,19519.33,19162.46
04/25/2025,2219.05,2213.79,2232.92,2206.84,04/25/2025,19432.56,19209.72,19447.56,19133.23
04/24/2025,2218.13,2218.13,2220.68,2187.23,04/24/2025,19214.4,18756.53,19224.8,18744.47
04/23/2025,2222.79,2222.79,2242,2200.54,04/23/2025,18693.26,18870.62,19043.01,18618.89
04/22/2025,2172.3,2172.3,2202.25,2141.86,04/22/2025,18276.41,18033.9,18396.39,17993.24
04/21/2025,2197,2197,2201.85,2196.06,04/21/2025,17808.3,18023.01,18043.08,17592.92
04/17/2025,2200.41,2200,2201.64,2197.23,04/17/2025,18258.09,18369.9,18401.05,18144.46
04/16/2025,2192.36,2192.36,2197.18,2170.87,04/16/2025,18257.64,18475.76,18597.32,17995.96
04/15/2025,2210.38,2210.38,2223.28,2194.64,04/15/2025,18830.23,18831.98,19004.17,18754.87
04/14/2025,2191.59,2191.59,2198.25,2162.6,04/14/2025,18796.02,19095.49,19115.15,18614.75
04/11/2025,2111.4,2104.01,2131.3,2078.82,04/11/2025,18690.05,18309.29,18728.95,18153.32
04/10/2025,2119.65,2119.65,2263.84,2048.85,04/10/2025,18343.57,18626.11,18710.58,17794.5
04/09/2025,2028.68,2028.68,2084.49,2005.6,04/09/2025,19145.06,17116.53,19234.02,17082.35
04/08/2025,2136.93,2136.93,2160.7,2092.92,04/08/2025,17090.4,18034.46,18207.01,16850.18
04/07/2025,2091.88,2091.88,2183.73,1983,04/07/2025,17430.68,16771.77,18191.5,16542.2
04/04/2025,2153.85,2195.23,2268.5,2131.51,04/04/2025,17397.69,18022.16,18089.25,17387.83
04/03/2025,2296.51,2296.51,2341.43,2289.36,04/03/2025,18521.48,18774.15,18902.07,18502.97
04/02/2025,2374.99,2374.99,2386.2,2348.6,04/02/2025,19581.78,19182.39,19707.34,19157.2
04/01/2025,2401.93,2401.93,2412.28,2385.38,04/01/2025,19436.42,19192.77,19468.62,19095.17
03/31/2025,2372.48,2372.48,2399.11,2360.92,03/31/2025,19278.45,18998.54,19316.07,18799.2
03/28/2025,2417.98,2429.21,2445.87,2409.33,03/28/2025,19281.4,19718.46,19752.45,19241.54
03/27/2025,2442.44,2442.44,2464.02,2433.73,03/27/2025,19798.62,19814.61,20003.36,19740.22
03/26/2025,2483.21,2483.21,2519.95,2480.7,03/26/2025,19916.99,20239.05,20270.19,19848.49
03/25/2025,2517.6,2517.6,2540.08,2509.35,03/25/2025,20287.83,20196.5,20292.19,20164.07
03/24/2025,2511.35,2511.35,2533.5,2495.83,03/24/2025,20180.44,20041.21,20208.84,20024.97
03/21/2025,2519.91,2515.93,2559.74,2511.07,03/21/2025,19753.97,19466.44,19767.98,19409.18
03/20/2025,2568.6,2568.6,2578.58,2543.7,03/20/2025,19677.61,19558.28,19888.85,19549.31
03/19/2025,2574.38,2574.38,2583.97,2563.44,03/19/2025,19736.66,19576.32,19921.62,19497.79
03/18/2025,2584.69,2584.69,2616.11,2575.64,03/18/2025,19483.36,19657.1,19676.05,19397.07
03/17/2025,2571.71,2571.71,2582.94,2553.87,03/17/2025,19812.24,19670.69,19943.81,19622.47
03/14/2025,2547.97,2529.15,2549.02,2512.41,03/14/2025,19704.64,19458.89,19729.21,19436.04
03/13/2025,2512.03,2512.03,2538.76,2500.36,03/13/2025,19225.48,19534.37,19558.56,19152.57
03/12/2025,2509.16,2509.16,2551.94,2492.72,03/12/2025,19596.02,19663.39,19756.09,19375.25
03/11/2025,2530.17,2530.17,2595.98,2527.16,03/11/2025,19376.96,19405.52,19659.43,19180.56
03/10/2025,2587.46,2587.46,2679.55,2575.59,03/10/2025,19430.95,19826.96,19867.08,19243.31
03/07/2025,2665.04,2662.09,2682.16,2640.8,03/07/2025,20201.37,20015.62,20253.22,19736.81
03/06/2025,2678.75,2678.75,2708.47,2651.76,03/06/2025,20052.63,20231.74,20473.4,19968.56
03/05/2025,2691.4,2691.4,2712.25,2654.29,03/05/2025,20628.46,20363.22,20688.72,20182.57
03/04/2025,2628.55,2628.55,2695.7,2628.55,03/04/2025,20352.53,20281.89,20688.46,20034.68
03/03/2025,2715.54,2715.54,2727.99,2687.53,03/03/2025,20425.58,20989.58,21073.8,20279.5
02/28/2025,2695.84,2692.81,2700.05,2669.59,02/28/2025,20884.41,20518.65,20900.77,20407.45
02/27/2025,2700.54,2700.54,2710.72,2688.28,02/27/2025,20550.95,21281.36,21323.91,20540.68
02/26/2025,2721.12,2721.12,2734.24,2712.63,02/26/2025,21132.92,21170.51,21350.52,21012.62
02/25/2025,2715.56,2715.56,2734.43,2684.42,02/25/2025,21087.25,21318.77,21326.81,20930.58
02/24/2025,2681.42,2681.42,2699.43,2666.97,02/24/2025,21352.08,21669.36,21727.58,21341.96
02/21/2025,2681.89,2687.3,2692.37,2643.31,02/21/2025,21614.08,22110.54,22115.21,21597.16
02/20/2025,2637.07,2637.07,2645.06,2628.64,02/20/2025,22068.06,22132.71,22148.44,21878.75
02/19/2025,2630.08,2630.08,2654.08,2618.41,02/19/2025,22175.6,22121.73,22222.61,22045.75
02/18/2025,2644.78,2644.78,2646.76,2607.49,02/18/2025,22164.61,22176.01,22191.37,22029.58
02/14/2025,2609.03,2587.04,2613.11,2586.6,02/14/2025,22114.69,22038.61,22139.43,22010.35
02/13/2025,2591.09,2591.09,2599.74,2579.73,02/13/2025,22030.71,21786.16,22038.15,21758.04
02/12/2025,2582.24,2582.24,2602.03,2571.99,02/12/2025,21719.26,21475.41,21745.66,21454.19
02/11/2025,2601.29,2601.29,2604.24,2590.34,02/11/2025,21693.52,21629.11,21776.25,21625.51
02/10/2025,2608.05,2608.05,2615.15,2602.33,02/10/2025,21756.73,21670.06,21793.13,21645.17
02/07/2025,2609.19,2627.95,2645.41,2606.77,02/07/2025,21491.31,21776.28,21869.32,21465.46
02/06/2025,2626.04,2626.04,2627.94,2586.33,02/06/2025,21774.07,21674.17,21776.08,21618.25
02/05/2025,2578.17,2578.17,2581.63,2538.57,02/05/2025,21658.16,21453.87,21662.98,21408.64
02/04/2025,2543.15,2543.15,2543.36,2514.93,02/04/2025,21566.92,21319.58,21582.4,21308.24
02/03/2025,2541.08,2541.08,2544.16,2503.09,02/03/2025,21297.58,21084.64,21406.58,21004.35
01/31/2025,2572.3,2576.77,2591.87,2571.31,01/31/2025,21478.05,21661.56,21846.01,21425.79
01/30/2025,2573.09,2573.09,2576.08,2561.78,01/30/2025,21508.12,21519.81,21623.45,21308.69
01/29/2025,2564.13,2564.13,2583.31,2562.48,01/29/2025,21411.46,21473.01,21477.88,21251.8
01/28/2025,2553.43,2553.43,2585.06,2553.32,01/28/2025,21463.04,21186.08,21500.73,21043.13
01/27/2025,2577.57,2577.57,2578.93,2542.26,01/27/2025,21127.28,21000.17,21292.54,20974.9
01/24/2025,2586.84,2613.81,2642.33,2545.56,01/24/2025,21774.01,21915.48,21945.48,21709.06
01/23/2025,2547.22,2547.22,2547.22,2518.82,01/23/2025,21900.93,21737.24,21900.93,21722.04
01/22/2025,2528.95,2528.95,2550.79,2521.85,01/22/2025,21853,21756.23,21943.04,21756.23
01/21/2025,2516.61,2516.61,2517.19,2479.04,01/21/2025,21566.51,21557.82,21620.23,21379.06
01/17/2025,2474.6,2493.74,2507.57,2473.55,01/17/2025,21441.15,21461.9,21515.76,21334.63
01/16/2025,2513.76,2513.76,2524.61,2502.06,01/16/2025,21091.25,21324.97,21330.59,21087.85
01/15/2025,2516.36,2516.36,2518.33,2453.68,01/15/2025,21237.85,21067.81,21286.01,21024.27
01/14/2025,2468.22,2468.22,2508.89,2462.68,01/14/2025,20757.41,20896.36,20969.52,20622.72
01/13/2025,2489.79,2489.79,2507.97,2482.54,01/13/2025,20784.72,20593.65,20797.1,20538.33
01/10/2025,2523.26,2540.11,2548.04,2520.38,01/10/2025,20847.58,21012.29,21015.51,20718.78
01/08/2025,2536.42,2512.15,2538,2511.32,01/08/2025,21180.96,21156.76,21242.61,20992.08
01/07/2025,2508.95,2508.95,2520.13,2499.15,01/07/2025,21173.04,21619.89,21621.25,21101.09
01/06/2025,2507.82,2507.82,2528.27,2503.77,01/06/2025,21559.5,21551.18,21703.49,21462.52
01/03/2025,2534.3,2531.04,2535.8,2514.9,01/03/2025,21326.16,21096.79,21359.63,21075.89
01/02/2025,2534.36,2534.36,2536.53,2500.94,01/02/2025,20975.62,21120.05,21236.59,20800.5
12/31/2024,2496.12,2494.22,2496.12,2494.22,12/31/2024,21012.17,21256.02,21276.14,20979.52
12/30/2024,2493.89,2493.89,2509.48,2475.16,12/30/2024,21197.09,21189.1,21346.06,21046.63
12/27/2024,2513.08,2501.56,2520.36,2485.69,12/27/2024,21473.01,21633.1,21642.26,21292.19
12/26/2024,2474.3,2474.3,2476.48,2472.05,12/26/2024,21768.31,21733.98,21837.7,21645.62
12/24/2024,2471.07,2473.87,2474.1,2471.07,12/24/2024,21797.65,21564.37,21797.65,21558.97
12/23/2024,2477.13,2477.13,2509.44,2456.4,12/23/2024,21503.17,21364.26,21510.09,21224.27
12/20/2024,2438.16,2416.83,2571.49,2362.8,12/20/2024,21289.15,20939.64,21540.32,20913.72
12/19/2024,2583.26,2583.26,2615.32,2574.51,12/19/2024,21110.51,21358.79,21413.74,21093.45
12/18/2024,2640.74,2640.74,2648.65,2627.59,12/18/2024,21209.31,21979.53,22038.08,21146.83
12/17/2024,2636.67,2636.67,2641.91,2627.74,12/17/2024,22001.08,22003.64,22062,21921.21
12/16/2024,2662.04,2662.04,2663.69,2642.08,12/16/2024,22096.66,21891.36,22133.22,21879.74
12/13/2024,2636.49,2655.24,2666.71,2625.8,12/13/2024,21780.25,21789.65,21886.74,21646.09
12/12/2024,2676.25,2676.25,2700.82,2667.01,12/12/2024,21615.27,21652.85,21715.83,21596.66
12/11/2024,2692.57,2692.57,2693.36,2674.81,12/11/2024,21763.98,21540.38,21784.71,21533.89
12/10/2024,2689.4,2689.4,2714.35,2689.4,12/10/2024,21368.18,21492.51,21567.02,21313.27
12/09/2024,2703.71,2703.71,2718.42,2700.39,12/09/2024,21440.82,21573.76,21609.99,21400.77
12/06/2024,2700.93,2696.6,2701.96,2688.1,12/06/2024,21622.25,21458.58,21626.31,21449.62
12/05/2024,2689.43,2689.43,2689.84,2672.5,12/05/2024,21425.22,21488.52,21517.49,21411.53
12/04/2024,2685.36,2685.36,2695.26,2670.66,12/04/2024,21492.36,21361.81,21498.44,21340.84
12/03/2024,2677.63,2677.63,2690.09,2671.45,12/03/2024,21229.32,21106.51,21235.79,21081.81
12/02/2024,2663.11,2663.11,2666,2616.3,12/02/2024,21164.6,20971.76,21201.03,20971.76
11/29/2024,2624.67,2597.77,2626.54,2596.92,11/29/2024,20930.37,20771.02,20956.31,20751.96
11/27/2024,2608.69,2606.07,2624.52,2601.15,11/27/2024,20744.49,20852.43,20853.08,20615.42
11/26/2024,2603.66,2603.66,2632.29,2589.86,11/26/2024,20922.9,20871.55,20944.9,20832.4
11/25/2024,2609.69,2609.69,2630.51,2603.2,11/25/2024,20804.89,20918.76,20998.48,20712.38
11/22/2024,2615.49,2596.72,2615.99,2563.56,11/22/2024,20776.23,20737.49,20797.24,20655.72
11/21/2024,2563.26,2563.26,2571.8,2548.12,11/21/2024,20740.78,20775.27,20814.93,20436.8
11/20/2024,2571.21,2571.21,2587.23,2565.73,11/20/2024,20667.1,20660.84,20676.57,20402.55
11/19/2024,2562.67,2562.67,2571.99,2529.41,11/19/2024,20684.59,20435.68,20696.47,20423.3
11/18/2024,2560.97,2560.97,2578.07,2547.9,11/18/2024,20539.19,20450.2,20622.28,20401.26
11/15/2024,2568.6,2584.31,2597.81,2567.53,11/15/2024,20394.13,20679.98,20684.57,20315.08
11/14/2024,2615.38,2615.38,2620.61,2599.13,11/14/2024,20896.67,21052.07,21067.66,20864.02
11/13/2024,2599.58,2599.58,2607.26,2582.25,11/13/2024,21036.16,21049.66,21154.94,20955.24
11/12/2024,2601.31,2601.31,2649.06,2598.4,11/12/2024,21070.79,21105.49,21144.67,20946.74
11/11/2024,2672.4,2672.4,2675.05,2646.9,11/11/2024,21106.59,21171.24,21182.02,20993.48
11/08/2024,2626.15,2631.1,2658.08,2620.69,11/08/2024,21117.18,21083.58,21155,21050.32
11/07/2024,2640.04,2640.04,2656.77,2603.22,11/07/2024,21101.57,20896.41,21132.8,20896.41
11/06/2024,2624.6,2624.6,2722.67,2616.41,11/06/2024,20781.33,20571.29,20807.03,20526.64
11/05/2024,2641.9,2641.9,2655.17,2622.44,11/05/2024,20227.46,20042.93,20249.2,20042.93
11/04/2024,2661.72,2661.72,2678.09,2654.54,11/04/2024,19963.6,20011.55,20106.99,19898.57
11/01/2024,2668.29,2674.63,2676.5,2654.57,11/01/2024,20033.14,19955.83,20162.54,19950.99
10/31/2024,2648.18,2648.18,2672.31,2641.47,10/31/2024,19890.42,20227.19,20227.19,19880.26
10/30/2024,2679.6,2679.6,2722.14,2651.62,10/30/2024,20387.7,20510.92,20559.52,20378.75
10/29/2024,2713.8,2713.8,2738.97,2713.8,10/29/2024,20550.65,20369.08,20600.1,20294.58
10/28/2024,2726.5,2726.5,2733.07,2713.57,10/28/2024,20351.07,20455.01,20470.43,20344.82
10/25/2024,2723.4,2719.02,2729.65,2704.2,10/25/2024,20352.02,20354.91,20552.82,20322.25
10/24/2024,2718.12,2718.12,2742.34,2717.36,10/24/2024,20232.87,20197.62,20256.38,20116.88
10/23/2024,2730.74,2730.74,2748.12,2728.01,10/23/2024,20066.96,20303.55,20312.78,19934.92
10/22/2024,2735.99,2735.99,2747.97,2715.15,10/22/2024,20383.65,20256.97,20437.93,20218.85
10/21/2024,2743.08,2743.08,2760.9,2738.3,10/21/2024,20361.47,20280.49,20386.68,20193.03
10/18/2024,2752.24,2748.47,2763.36,2739.82,10/18/2024,20324.04,20288.48,20360.29,20273.55
10/17/2024,2754.37,2754.37,2762.92,2731.79,10/17/2024,20190.42,20375.29,20377.65,20186.43
10/16/2024,2732.7,2732.7,2745.37,2729.85,10/16/2024,20174.05,20172.87,20200.59,20036.73
10/15/2024,2744.93,2744.93,2790.92,2744.93,10/15/2024,20159.83,20442.77,20484.31,20083.55
10/14/2024,2770.47,2770.47,2772.49,2752.96,10/14/2024,20439.05,20366.06,20493.9,20355.06
10/11/2024,2768.74,2755.34,2773.17,2735.44,10/11/2024,20271.97,20154.83,20313.2,20142.18
10/10/2024,2742.11,2742.11,2763.6,2735.43,10/10/2024,20241.76,20165.25,20314.24,20117.2
10/09/2024,2749.57,2749.57,2751.71,2733.71,10/09/2024,20268.86,20097.56,20284.42,20047.86
10/08/2024,2743.71,2743.71,2753.97,2730.58,10/08/2024,20107.78,19902.21,20132.67,19881.08
10/07/2024,2759.41,2759.41,2761.53,2728.49,10/07/2024,19800.74,19954.66,19990.12,19763.04
10/04/2024,2734.39,2736.84,2743.3,2714.29,10/04/2024,20035.02,20025.16,20045.69,19829.49
10/03/2024,2726.77,2726.77,2751.63,2723.25,10/03/2024,19793.34,19712.33,19902.7,19688.22
10/02/2024,2749.61,2749.61,2761.07,2733.63,10/02/2024,19802.58,19725.95,19876.7,19630.91
10/01/2024,2752.61,2752.61,2783.38,2744.21,10/01/2024,19773.3,20046.06,20056.2,19622.29
09/30/2024,2766.9,2766.9,2796.96,2759.02,09/30/2024,20060.69,19959.26,20072.42,19852.85
